1165378,BEOGRAD,BARAJEVO,"20.01.2017,10:55",20.41131,44.61404,Sa poginulim,SN SA PEŠACIMA,"Prelazak pešaka zdesna, van raskrsnice, bez skretanja vozila"
1166447,BEOGRAD,BARAJEVO,"31.01.2017,15:15",20.37942,44.54337,Sa poginulim,SN SA PARKIRANIM VOZILIMA,Sudar sa parkiranim vozilom sa desne strane kolovoza
1168148,BEOGRAD,BARAJEVO,"17.02.2017,05:00",20.361684,44.613804,Sa poginulim,SN SA PEŠACIMA,"Prelazak pešaka sleva, van raskrsnice , bez skretanja vozila"
1189535,BEOGRAD,BARAJEVO,"28.08.2017,09:10",20.303,44.56971,Sa poginulim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila koja se kre?u u istom smeru – sustizanje
1199933,BEOGRAD,BARAJEVO,"07.12.2017,05:20",20.351928,44.599222,Sa poginulim,SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK,Najmanje dva vozila koja se kre?u istim putem u suprotnim smerovima uz skretanje ulevo ispred drugog vozila
1178176,BEOGRAD,?UKARICA,"10.05.2017,17:40",20.42677,44.68439,Sa poginulim,SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK,"Najmanje dva vozila koja se kre?u istim putem u istom smeru uz skretanje, skretanje ulevo ispred drugog vozila"
1178272,BEOGRAD,?UKARICA,"13.05.2017,14:30",20.382805,44.730146,Sa poginulim,SN SA PEŠACIMA,"Prelazak pešaka zdesna, sa skretanjem vozila ulevo, u raskrsnici"
1181658,BEOGRAD,?UKARICA,"13.06.2017,06:30",20.407119,44.777282,Sa poginulim,SN SA PEŠACIMA,"Pešak stoji ili se kre?e, sa kretanjem vozila unazad"
1183190,BEOGRAD,?UKARICA,"27.06.2017,13:00",20.38855,44.67871,Sa poginulim,SN SA PEŠACIMA,"Prelazak pešaka zdesna, van raskrsnice, bez skretanja vozila"
1189658,BEOGRAD,?UKARICA,"26.08.2017,21:45",20.35886,44.66033,Sa poginulim,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom – silazak ulevo sa kolovoza na pravcu
1193222,BEOGRAD,?UKARICA,"24.09.2017,05:15",20.41942,44.72654,Sa poginulim,SN SA PEŠACIMA,Pešak se kre?e duž kolovoza u smeru kretanja vozila
1194307,BEOGRAD,?UKARICA,"11.10.2017,08:40",20.41684,44.74945,Sa poginulim,SN SA PEŠACIMA,"Pešak stoji ili se kre?e, sa kretanjem vozila unazad"
1167097,BEOGRAD,GROCKA,"07.02.2017,05:00",20.68883,44.68856,Sa poginulim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila – ?eoni sudar
1168994,BEOGRAD,GROCKA,"26.02.2017,01:15",20.60518,44.74346,Sa poginulim,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom – silazak sa kolovoza u krivini
1172741,BEOGRAD,GROCKA,"26.03.2017,23:45",20.7079,44.68207,Sa poginulim,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom – silazak ulevo sa kolovoza na pravcu
1184498,BEOGRAD,GROCKA,"08.07.2017,02:10",20.7115,44.67965,Sa poginulim,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom i prevrtanjem
1186166,BEOGRAD,GROCKA,"26.07.2017,11:25",20.59256,44.66342,Sa poginulim,SN SA PEŠACIMA,"Prelazak pešaka zdesna, van raskrsnice, bez skretanja vozila"
1188253,BEOGRAD,GROCKA,"13.08.2017,14:00",20.62727,44.6524,Sa poginulim,SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK,Najmanje dva vozila koja se kre?u istim putem u suprotnim smerovima uz skretanje ulevo ispred drugog vozila
1188253,BEOGRAD,GROCKA,"13.08.2017,14:00",20.62727,44.6524,Sa poginulim,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom – silazak ulevo sa kolovoza na pravcu
1193432,BEOGRAD,GROCKA,"02.10.2017,15:15",20.70133,44.56852,Sa poginulim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila koja se kre?u u istom smeru – sustizanje
1195006,BEOGRAD,GROCKA,"17.10.2017,17:20",20.71541,44.57025,Sa poginulim,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom – silazak udesno sa kolovoza na pravcu
1198287,BEOGRAD,GROCKA,"11.11.2017,19:30",20.57923,44.70093,Sa poginulim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila koja se kre?u u istom smeru – sudar pri uporednoj vožnji
1164147,BEOGRAD,LAZAREVAC,"11.01.2017,09:45",20.19555,44.34768,Sa poginulim,SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK,Najmanje dva vozila koja se kre?u istim putem u suprotnim smerovima uz skretanje ulevo ispred drugog vozila
1165377,BEOGRAD,LAZAREVAC,"20.01.2017,14:00",20.24554,44.39835,Sa poginulim,SN SA PEŠACIMA,"Prelazak pešaka sleva, van raskrsnice , bez skretanja vozila"
