1478042,BEOGRAD,BARAJEVO,"02.06.2024,15:00",20.310456,44.572532,Sa poginulim,SN SA PEŠACIMA,Pešak se kre?e duž kolovoza u smeru kretanja vozila
1484376,BEOGRAD,BARAJEVO,"28.07.2024,02:50",20.410474,44.576356,Sa poginulim,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom na kolovozu
1487905,BEOGRAD,BARAJEVO,"13.08.2024,14:15",20.397812,44.524859,Sa poginulim,SN SA PEŠACIMA,"Prelazak pešaka zdesna, van raskrsnice, bez skretanja vozila"
1487905,BEOGRAD,BARAJEVO,"13.08.2024,14:15",20.397812,44.524859,Sa poginulim,SN SA PEŠACIMA,Pešak se kre?e duž kolovoza
1506012,BEOGRAD,BARAJEVO,"24.12.2024,09:50",20.304158,44.570675,Sa poginulim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila – ?eoni sudar
1462163,BEOGRAD,GROCKA,"02.02.2024,06:30",20.614843,44.733996,Sa poginulim,SN SA PEŠACIMA,Pešak se kre?e duž kolovoza suprotno od smera kretanja vozila
1466481,BEOGRAD,GROCKA,"06.03.2024,15:05",20.698784,44.578674,Sa poginulim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila – ?eoni sudar
1466749,BEOGRAD,GROCKA,"09.03.2024,22:45",20.585193,44.68282,Sa poginulim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila – ?eoni sudar
1490230,BEOGRAD,GROCKA,"12.09.2024,11:15",20.63603,44.63639,Sa poginulim,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom i prevrtanjem
1486828,BEOGRAD,LAZAREVAC,"16.08.2024,10:45",20.27978,44.43492,Sa poginulim,SN SA PEŠACIMA,"Prelazak pešaka zdesna, van raskrsnice, bez skretanja vozila"
1489321,BEOGRAD,LAZAREVAC,"18.08.2024,01:20",20.267448,44.411283,Sa poginulim,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom – silazak udesno sa kolovoza na pravcu
1487590,BEOGRAD,LAZAREVAC,"19.08.2024,12:40",20.2313185,44.3772467,Sa poginulim,SN SA JEDNIM VOZILOM,Nezgode sa u?eš?em šinskog i drumskog vozila
1498551,BEOGRAD,LAZAREVAC,"01.11.2024,23:10",20.23477,44.35319,Sa poginulim,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom – silazak sa kolovoza u krivini
1501485,BEOGRAD,LAZAREVAC,"24.11.2024,17:15",20.383648,44.394319,Sa poginulim,SN SA PEŠACIMA,"Prelazak pešaka zdesna, van raskrsnice, bez skretanja vozila"
1477146,BEOGRAD,MLADENOVAC,"29.05.2024,05:40",20.658796,44.540003,Sa poginulim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila – ?eoni sudar
